ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
010049,MEDICAL CENTER ENTERPRISE,AL,ENTERPRISE,https://www.mcehospital.com/hospitals,https://www.mcehospital.com/pricing-information,https://www.mcehospital.com/Uploads/Public/Documents/charge-masters/631159023_Med%20Ctr%20Enterprise_standardcharges.csv
010051,GREENE COUNTY HOSPITAL,AL,EUTAW,http://gcheutaw.com/,http://www.gcheutaw.com/PriceListing,http://www.gcheutaw.com/images/pricelisting.csv
010052,LAKE MARTIN COMMUNITY HOSPITAL,AL,DADEVILLE,https://ivycreekhealth.com/,,
010055,FLOWERS HOSPITAL,AL,DOTHAN,https://www.flowershospital.com/,https://www.flowershospital.com/pricing-information,https://www.flowershospital.com/Uploads/Public/Documents/charge-masters/621762412_Flowers_standardcharges.csv
010056,ST VINCENT'S BIRMINGHAM,AL,BIRMINGHAM,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630288864_saint-vincents-birmingham_standardcharges.xlsx
010058,BIBB MEDICAL CENTER,AL,CENTREVILLE,https://www.bibbmed.com/,https://www.bibbmed.com/,https://d5ac4fd8-f2e4-48a5-af71-fb569c7845a6.filesusr.com/ugd/9927c3_bdf2750fd3e64fb4906ea7c7a5cfccfc.xlsx
010059,LAWRENCE MEDICAL CENTER,AL,MOULTON,https://www.lawrencemedicalcenter.com/,https://www.lawrencemedicalcenter.com/about/price-transparency,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/153bd9ca-53c7-4fb3-b3cd-23ab4fd925c4/721589022_LAWRENCE%20MEDICAL%20CENTER_standardcharges.zip
010061,HIGHLANDS MEDICAL CENTER,AL,SCOTTSBORO,https://highlandsmedcenter.com/,https://highlandsmedcenter.com/patients-visitors/price-transparency,https://www.cdmpricing.com/95675211e480b185fd21b68539ba8560/standard-charges
010062,WIREGRASS MEDICAL CENTER,AL,GENEVA,https://www.wiregrassmedicalcenter.org/,https://www.wiregrassmedicalcenter.org/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWMCGENEVAAL&type=CDMWithoutLabel
010065,RUSSELL MEDICAL CENTER,AL,ALEXANDER CITY,https://russellcares.com/,https://russellcares.com/pricing/,https://russellcares.com/pricing/630385130_Russell_Medical_Center_standardcharges_1.4.21.xlsx
010069,MEDICAL CENTER BARBOUR,AL,EUFAULA,https://www.medctrbarbour.org/,https://www.medctrbarbour.org/pricing-transparency,https://www.medctrbarbour.org/_files/ugd/81941a_4fb682b2c9b04bb0958ce5c7eb9f72ff.pdf
010073,CLAY COUNTY HOSPITAL,AL,ASHLAND,https://www.claycountyhospital.com/,https://www.claycountyhospital.com/,https://www.claycountyhospital.com/docs/CHARGEMASTER_2020_BEFORE_SENDING_TO_WEBSITE_CVS.csv
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,ANNISTON,https://rmccares.org/,,
010079,ATHENS LIMESTONE HOSPITAL,AL,ATHENS,https://www.athenslimestonehospital.com/,https://www.huntsvillehospital.org/price-transparency,https://www.huntsvillehospital.org/images/pricetransparency/475531420_Athens-Limestone-Hospital_standardcharges.xls
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,FOLEY,https://www.southbaldwinrmc.com/,https://www.southbaldwinrmc.com/pricing-information,https://www.southbaldwinrmc.com/Uploads/Public/Documents/charge-masters/621811413_South%20Baldwin_standardcharges.csv
010085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,AL,DECATUR,https://decaturmorganhospital.net/,https://www.huntsvillehospital.org/price-transparency,https://www.huntsvillehospital.org/images/pricetransparency/460928982_Decatur-Morgan-Hospital_standardcharges.xls
010086,NORTHWEST MEDICAL CENTER,AL,WINFIELD,https://northwestrh.org/,https://northwestrh.org/home/patients-visitors/billing-finances/,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7h0M9IYY9ksxdRy9gTyygPIYpQhbBFM_xMZcEjXElOX_8mWHG-Ndx0TFkx13IEg/pubhtml
010087,USA HEALTH UNIVERSITY HOSPITAL,AL,MOBILE,https://www.usahealthsystem.com/,https://www.usahealthsystem.com/price-index,https://search.hospitalpriceindex.com/hpi2/hospital/USA%20Health%20University%20Hospital/7968
010089,WALKER BAPTIST MEDICAL CENTER,AL,JASPER,https://www.brookwoodbaptisthealth.com/,https://www.brookwoodbaptisthealth.com/patients/pricing-info-estimates/hospital-pricing-information,https://www.brookwoodbaptisthealth.com/docs/global/standard-charges/474790386_walkerbaptistmedicalcenter_standardcharges.json
010090,PROVIDENCE HOSPITAL,AL,MOBILE,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630288861_ascension-providence_standardcharges.xlsx
010091,GROVE HILL MEMORIAL HOSPITAL,AL,GROVE HILL,https://www.grovehillmemorial.org/,,
010092,DCH REGIONAL MEDICAL CENTER,AL,TUSCALOOSA,https://www.dchsystem.com/,https://www.dchsystem.com/patient-visitor/chargemaster/list-of-charges/,
010095,HALE COUNTY HOSPITAL,AL,GREENSBORO,https://halecountyhospital.com/,https://halecountyhospital.com/pricing-1,https://halecountyhospital.com/s/630475297_Hale-County-Hospital_Standardcharges.xlsx
010097,ELMORE COMMUNITY HOSPITAL,AL,WETUMPKA,https://ivycreekhealth.com/,,
010099,D W MCMILLAN MEMORIAL HOSPITAL,AL,BREWTON,https://www.dwmmh.org/,https://www.dwmmh.org/getpage.php?name=Business_Office&sub=Services,https://www.dwmmh.org/docs/Charge_Master_for_Price_Transparency_06.21.2021.xlsx
010100,THOMAS HOSPITAL,AL,FAIRHOPE,https://www.infirmaryhealth.org/,https://www.infirmaryhealth.org/patients-visitors/community/cms-price-transparency-patient-estimates/,https://www.infirmaryhealth.org/documents/price%20transparency%20files/Thomas-Hospital-Charge-Master.xlsx
010101,CITIZENS BAPTIST MEDICAL CENTER,AL,TALLADEGA,https://www.citizensbaptistmedicalcenter.com/,https://www.citizensbaptistmedicalcenter.com/patients/pricing-info-estimates/hospital-pricing-information,https://www.citizensbaptistmedicalcenter.com/docs/global/standard-charges/474802869_citizensbaptistmedicalcenter_standardcharges.json
010102,J PAUL JONES HOSPITAL,AL,CAMDEN,https://www.jpauljones.com/,,
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,BIRMINGHAM,https://www.brookwoodbaptisthealth.com/,https://www.brookwoodbaptisthealth.com/patients/pricing-info-estimates/hospital-pricing-information,https://www.brookwoodbaptisthealth.com/docs/global/standard-charges/474757851_brookwoodbaptistmedicalcenter_standardcharges.json
010104,GRANDVIEW MEDICAL CENTER,AL,BIRMINGHAM,https://www.grandviewhealth.com/,https://www.grandviewhealth.com/pricing-information,https://www.grandviewhealth.com/Uploads/Public/Documents/charge-masters/203391873_Grandview_standardcharges.csv
010108,PRATTVILLE BAPTIST HOSPITAL,AL,PRATTVILLE,https://www.baptistfirst.org/,https://www.baptistfirst.org/financial/disclaimer-page-for-pricing,https://www.baptistfirst.org/assets/documents/financial/price-transparency-by-drg.xlsx
010109,PICKENS COUNTY MEDICAL CENTER,AL,CARROLLTON,http://pcmc.care/,http://pcmc.care/Charge_Information.html#gsc.tab=0,http://pcmc.care/downloads/CDM.%20PCMC%20(Charges).pdf
010110,BULLOCK COUNTY HOSPITAL,AL,UNION SPRINGS,https://bullockcountyhospital.com/,,
010112,WHITFIELD REGIONAL HOSPITAL,AL,DEMOPOLIS,https://www.bwwmh.com/,https://www.bwwmh.com/healthinfo.html,https://www.bwwmh.com/images/CDM010119.xlsx
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,MOBILE,https://www.infirmaryhealth.org/,https://www.infirmaryhealth.org/patients-visitors/community/cms-price-transparency-patient-estimates/,https://www.infirmaryhealth.org/documents/Price%20Transparency%20Files/Mobile-Infirmary-Charge-Master.xlsx
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,BESSEMER,https://www.medicalwesthospital.org/,https://www.medicalwesthospital.org/price-transparency.php,https://pricetransparency.blob.core.windows.net/uabmedicalwest/721608375_medicalwesthospital_standardcharges.csv
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,SELMA,https://www.vaughanregional.com/,https://www.vaughanregional.com/hospital-charges-listing,https://www.vaughanregional.com/sites/vaughan/assets/uploads/MRF%20-%20Vaughan_Regional_Medical_Center_Standard_Charges_06102021%20621864231.zip
010120,MONROE COUNTY HOSPITAL,AL,MONROEVILLE,https://mchcare.com/,https://mchcare.com/patientsvisitors/,https://mchcare.com/wp-content/uploads/2019/10/ITEM_MASTER_LOCKED.pdf
010125,LAKELAND COMMUNITY HOSPITAL,AL,HALEYVILLE,http://www.lakelandcommunityhospital.com/,,
010126,TROY REGIONAL MEDICAL CENTER,AL,TROY,https://www.troymedicalcenter.com/,https://www.troymedicalcenter.com/patients-visitors/list-of-standard-charges-or-shoppable-services/,https://www.troymedicalcenter.com/wp-content/uploads/2022/07/271534178_TroyRegionalMedicalCenter_standardcharges.xlsx
010128,JACKSON MEDICAL CENTER,AL,JACKSON,https://www.jmc.org/,https://www.jmc.org/getpage.php?name=Financial_Information,https://www.jmc.org/docs/standard_charges_1-2-19.csv
010129,NORTH BALDWIN INFIRMARY,AL,BAY MINETTE,https://www.infirmaryhealth.org/,https://www.infirmaryhealth.org/patients-visitors/community/cms-price-transparency-patient-estimates/,https://www.infirmaryhealth.org/documents/price%20transparency%20files/North-Baldwin-Infirmary-Charge-Master.xlsx
010130,ST VINCENT'S ST CLAIR,AL,PELL CITY,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/631146531_saint-vincents-saint-clair_standardcharges.xlsx
010131,CRESTWOOD MEDICAL CENTER,AL,HUNTSVILLE,https://www.crestwoodmedcenter.com/,https://www.crestwoodmedcenter.com/pricing-information,https://www.crestwoodmedcenter.com/Uploads/Public/Documents/charge-masters/621647983_Crestwood_standardcharges.csv
010138,HILL HOSPITAL OF SUMTER COUNTY,AL,YORK,http://www.hillhospitalalabama.com/,,
010139,BROOKWOOD BAPTIST MEDICAL CENTER,AL,BIRMINGHAM,https://www.brookwoodbaptisthealth.com/,https://www.brookwoodbaptisthealth.com/patients/pricing-info-estimates/hospital-pricing-information,https://www.brookwoodbaptistmedicalcenter.com/docs/global/standard-charges/474757851_brookwoodbaptistmedicalcenter_standardcharges.json
010144,SPRINGHILL MEMORIAL HOSPITAL,AL,MOBILE,https://www.springhillmedicalcenter.com/,https://www.springhillmedicalcenter.com/patients-visitors/patient-financial-resources/hospital-charges,https://www.springhillmedicalcenter.com/sites/default/files/2021-06/630955692_Springhill_Medical_Center_Standard_Charges_02172021.xml
010148,EVERGREEN MEDICAL CENTER,AL,EVERGREEN,https://www.gilliardhealthservices.com/emc,,
010149,BAPTIST MEDICAL CENTER EAST,AL,MONTGOMERY,https://www.baptistfirst.org/,https://www.baptistfirst.org/financial/disclaimer-page-for-pricing,https://www.baptistfirst.org/assets/documents/financial/cms-pricing-transparency/12.22.2020/203204949_baptisteast_standardcharges.csv
01014F,BIRMINGHAM VA MEDICAL CENTER,AL,BIRMINGHAM,https://www.va.gov/birmingham-health-care/,,
010150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,AL,GREENVILLE,,,
010157,SHOALS HOSPITAL,AL,MUSCLE SHOALS,https://www.namcshoals.com/,https://www.namcshoals.com/hospital-charges-listing,https://www.namcshoals.com/sites/shoals/assets/uploads/Patients%20&%20Visitors/27-2451336_SHOALS_HOSPITAL_StandardCharges.zip
010158,RUSSELLVILLE HOSPITAL,AL,RUSSELLVILLE,http://www.russellvillehospital.com/,https://www.yourcareeverywhere.com/content/medhost/your-care-everywhere/pricing-estimator-page.html?facility_id=15210b52-659d-4e08-a38d-3a74b25af386,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/15210b52-659d-4e08-a38d-3a74b25af386/472378825_RUSSELLVILLE%20HOSPITAL_standardcharges.zip
010164,COOSA VALLEY MEDICAL CENTER,AL,SYLACAUGA,https://cvhealth.net/,https://cvhealth.net/patients-visitors/patient-financial-information/price-transparency/,https://cvhealth.net/wp-content/uploads/2021/01/Price-Transparancey-2021.csv
010168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,PHENIX CITY,https://al.hughston.com/,https://pricetransparency.accureg.net/jackhughston,https://pricetransparency.blob.core.windows.net/jackhughston/33-1058243_jackhughstonmemorialhospital_standardcharges.csv
010169,ATMORE COMMUNITY HOSPITAL,AL,ATMORE,https://www.atmorehealth.org/,https://www.atmorehealth.org/getpage.php?name=Standard_Billing,https://www.atmorehealth.org/docs/Charge_Master_for_Price_Transparency_06.21.2021.xlsx
010173,ST VINCENT'S CHILTON,AL,CLANTON,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/810935368_saint-vincents-chilton_standardcharges.xlsx
010174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,THOMASVILLE,https://trmc-al.com/,https://trmc-al.com/hospital-pricing-transparency/,https://secureservercdn.net/198.71.233.46/pbp.a15.myftpupload.com/wp-content/uploads/2021/07/Pricing-Transparency-July-2021.xls
010175,EAMC - LANIER,AL,VALLEY,https://www.eastalabamahealth.org/,https://www.eastalabamahealth.org/patient-and-guests/billing-and-financial-information/estimate-my-cost,https://www.eastalabamahealth.org/assets/documents/patientsguests/636000526_eastalabama_standardcharges_updatedsheet.csv
010176,GULF COAST SURGICAL PARTNERS LLC,AL,MOBILE,https://gulfcoastsurgicalcenter.com/,,
01019F,CENTRAL AL VETERANS HLTH CARE SYSTEM WEST CAMPUS,AL,MONTGOMERY,https://www.va.gov/central-alabama-health-care/,,
01021F,TUSCALOOSA VA MEDICAL CENTER,AL,TUSCALOOSA,https://www.va.gov/tuscaloosa-health-care/,,
01022F,CENTRAL AL VETERANS HLTH CARE SYSTEM EAST CAMPUS,AL,TUSKEGEE,https://www.va.gov/central-alabama-health-care/,,
011300,WASHINGTON COUNTY HOSPITAL,AL,CHATOM,https://www.wchnh.org/,https://www.wchnh.org/getpage.php?name=Price-Transparency,https://www.wchnh.org/docs/Copy_of_standard_charges_12-28-18.csv
